Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,3,Y,63,62,1:1,1:1D,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1B,1:1C+,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,Y,70,52,1:1B,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,3:0,0:0NA,1:1C,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,Y,70,58,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,1:1C+,2:0,2:1C,1:1B-,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,70,55,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1B-,1:1C+,1:1B-,1:1B-,1:1A,0:0NA,1:1C+,0:0NA,0:0NA
230727B,3,Y,70,50,1:1B,1:1B,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,2:0,1:1C-,1:1B+,0:0NA,4:0,0:0NA,0:0NA
230727B,3,N,67,21,1:1D,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,N,59,63,1:1C,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1A-,1:1C,3:1C,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,14,127,1:1C,2:1D+,1:1C,1:1C+,1:1B-,1:1C,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,2:1B+,4:1C,1:1B,1:1C,1:0W,0:0NA,1:1C-,0:0NA,0:0NA
230727B,4,Y,67,88,2:1A,1:1A,1:1B+,1:1C+,2:1A,2:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA
230727B,4,Y,6,137,1:1B-,1:1C-,1:1C,1:1C,1:1B-,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,4:1B-,2:1C,2:0,1:1C-,1:1C-,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,55,1:1A,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B-,1:1B,1:1C,0:0NA,1:1B-,0:0NA,0:0NA
230727B,4,Y,70,65,1:1B,3:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,2:1C+,0:0NA,1:1B,1:0,1:1C,1:1B,1:1C-,1:1B-,1:1A,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,43,90,1:1A,0:0NA,1:1A,2:1A-,2:1A,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1A-,1:1A-,1:1A,2:1B,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,1,N,70,15,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,1,Y,33,151,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1A,1:1B,1:1A,1:1B+,1:1B,0:0NA,1:1A-,1:1B,1:1D,0:0NA,0:0NA,2:1D+,0:0NA,0:0NA
230727B,3,Y,70,55,1:1C,1:1C,1:1C,1:1C,1:1A,1:1C,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1C+,1:1C-,0:0NA,1:1D,0:0NA,0:0NA
230727B,3,N,70,0,0:0NA,0:0NA,1:0WU,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,38,9,0:0NA,0:0NA,2:1C,2:1C+,2:0WU,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,Y,67,55,1:1A,1:1C,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1B+,1:1D+,1:1B,2:1B,0:0NA,2:1A-,0:0NA,0:0NA
230727B,3,Y,70,62,1:1B,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,3:1C+,1:1B+,1:1B,3:1B,2:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,70,56,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1B+,1:1A,2:1A,1:1A,1:1A,0:0NA,1:1B+,0:0NA,0:0NA
230727B,3,Y,73,56,1:1A,1:1A-,1:1B,1:1C,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1B+,1:1A,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,24,123,1:1D,2:1B+,1:1C,1:1B,2:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1B-,1:1B-,1:1C-,1:1A,0:0NA,2:1B-,0:0NA,0:0NA
230727B,5,Y,70,75,2:1C,1:1B-,1:1B,1:1C,3:1A,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,1:1B-,1:1A-,1:1B-,1:1B,2:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,Y,67,62,1:1B,1:1A,1:1C,1:1B,1:1B,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1B,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,6,133,1:1B-,1:1D,4:0,1:1C,1:1B-,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1D+,1:1C-,1:1D-,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,Y,70,52,1:1B,1:1B,1:1A,1:1A,1:1B,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B-,1:1C+,1:1B-,1:1C+,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,70,52,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1A-,1:1A-,1:1C+,1:1B,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,84,64,1:1,1:1A,1:1A,1:1B,1:1,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1A,2:1B,1:1B+,1:1B-,1:1B,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,3,N,6,91,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,5,Y,63,67,1:1A,2:1B-,1:1B,1:1A,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A-,1:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,6,134,2:1B-,1:1C,1:1C,1:1C,1:1B-,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,1:1A,1:1D+,1:1C-,1:1C,1:1D,0:0NA,2:1C+,0:0NA,0:0NA
230727B,4,Y,3,121,1:1C,3:1B-,1:1B,2:0,1:1B,1:1C,0:0NA,2:0,3:0C,0:0NA,0:0NA,2:1B,2:0,1:1C-,3:0B,1:1B,0:0NA,2:1C+,0:0NA,0:0NA
230727B,5,Y,70,52,1:1C,1:1C,1:1C,1:1B,1:1B,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,2:1B,1:1B,2:1A,2:1B,2:1B,0:0NA,2:1C+,0:0NA,0:0NA
230727B,2,N,93,16,1:1A,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B-,1:1A-,1:1B+,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,N,70,6,1:1C,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B+,1:0WU,1:1B,1:1C+,2:1B-,0:0NA,1:0WU,0:0NA,0:0NA
230727B,1,Y,62,58,1:1C,2:1C-,1:1C,1:1C,1:1B,2:0,1:1B,1:1A,1:0,0:0NA,0:0NA,1:1B-,1:1C,1:1B,1:1C,1:1B-,0:0NA,2:1B,0:0NA,0:0NA
230727B,4,N,70,30,1:1A,2:0,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1C+,1:1B-,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,N,63,10,1:1B,1:1D-,1:1CR,1:1B,1:1A,0:0NA,1:1A,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,N,63,56,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,2:1A,0:0NA,0:0NA,2:1B,1:1A,1:1A,1:1B-,1:1A,0:0NA,2:0,0:0NA,0:0NA
230727B,2,N,66,12,1:1C,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1B,1:1C,1:1A-,0:0NA,3:1D+,0:0NA,0:0NA
230727B,4,Y,70,66,1:1B,0:0NA,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,N,64.7,147,1:1B,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230727B,1,Y,70,90,1:1B,2:1B+,1:1A,1:1B,1:1A,1:0WU,0:0NA,1:1B,1:0,0:0NA,0:0NA,2:1B,1:1B+,1:1C-,1:1C,2:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,7,N,70,27,1:1B,1:1C,1:1B,1:1A,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,1:1C-,1:0,3:1C-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,Y,96.7,46,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,2:0,2:1C,1:1C,2:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,N,39,12,3:0,1:0,2:1D,0:0NA,2:1C,0:0NA,0:0NA,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,5,Y,70,52,1:1B,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:0C-,1:1B,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,65,1:1A,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,4:1B-,2:1C,1:1C-,1:1C,0:0NA,1:1B-,0:0NA,0:0NA
230727B,3,N,0,123,1:1C,1:1B-,0:0NA,0:0NA,1:1A,1:0F,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,2:1B-,1:1C,1:1B-,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,N,79,55,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,70,64,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1A,1:1B,1:1A-,0:0NA,3:1C+,0:0NA,0:0NA
230727B,5,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1CR,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A-,0:0NA,0:0NA
230727B,5,Y,70,53,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C,2:1C,1:1C-,2:1D,0:0NA,1:1C-,0:0NA,0:0NA
230727B,5,Y,70,62,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,3:0,1:1A-,1:1B,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,7,Y,70,60,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1D,2:1C-,1:1C-,1:1C-,0:0NA,1:1D-,0:0NA,0:0NA
230727B,5,Y,61,59,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1D,1:1B,1:1B+,1:1B-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,52,1:1A,1:1B,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,2:0,3:1A,1:1A-,1:1A-,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,70,50,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1C,1:1C,1:1C+,1:1B-,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,1,Y,70,82,1:1A,0:0NA,1:1B,1:1B+,1:1A,2:1C,0:0NA,1:1B,0:0NA,1:1B,0:0NA,1:1C,2:0,1:1B+,1:1A-,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,5,Y,70,58,1:1A,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,2:1A,1:1B+,1:1A-,0:0NA,2:1B,0:0NA,0:0NA
230727B,3,Y,70,52,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1B+,1:1C+,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA
230727B,2,Y,68,81,1:1A-,1:1B-,1:1A,1:1C,1:0,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,2:0,2:1A,1:1A,1:1C+,2:0,0:0NA,1:1B+,0:0NA,0:0NA
230727B,5,Y,34,103,1:1A,1:1A,1:1A,1:1A-,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A-,0:0NA,0:0NA
230727B,6,Y,67,58,1:1C,1:1C,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,2:0,2:1C+,2:1C+,1:1C-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,5,N,70,15,1:1A,1:1C+,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1B,2:1A,0:0NA,0:0NA,1:1A,1:1B,1:1B,2:1B-,1:1C+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,6,Y,70,53,1:1A,1:1B,1:1A,1:1B,1:1C,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,2:1B-,1:1B,1:1B+,1:1A,1:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,70,61,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:1D+,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,N,65,40,1:1B,1:1C+,2:1C,1:1C,1:1B,1:0,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,2:1D,1:1C,1:1C,2:0F,0:0NA,1:1D,0:0NA,0:0NA
230727B,2,N,73.4,30,1:1A,1:1A,1:1A,1:1C,1:1B+,0:0NA,1:1A,1:1A,1:0,0:0NA,0:0NA,1:1B+,1:1A,2:1A,2:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,5,Y,70,104,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1B,1:1A,1:1A,2:1A,1:1A-,1:1B,1:1A,0:0NA,1:1A-,0:0NA,0:0NA
230727B,6,Y,70,58,1:1B,1:1C+,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1C,0:0NA,1:1B+,1:1A-,2:1A-,2:1B+,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,3,Y,70,52,1:1B,1:1B,1:1A,1:1A,1:1C,1:1B,1:1A,1:1C,0:0NA,1:1A,0:0NA,1:1B,1:1C,1:1B,1:1C+,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,68,52,1:1B,0:0NA,1:1B,1:1B,1:1B,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A-,1:1C+,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,70,64,1:1B,1:1B,2:0F,1:1C,1:1B,1:0,0:0NA,3:0,0:0NA,0:0NA,0:0NA,2:1C,3:1C+,2:1C+,1:1B-,1:1C,0:0NA,1:1D,0:0NA,0:0NA
230727B,3,N,70,46,1:1B,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1D+,1:1C,2:1D+,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,Y,70,50,1:1C,1:1C,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1C,1:1C+,1:1C-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,6,Y,41,107,1:1C,1:1B,1:1C,1:1B,1:1B-,2:1A,0:0NA,1:1B,1:1A,1:0WU,0:0NA,1:1C+,1:1B,1:1B,1:1B+,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,61,61,1:1B,1:1A,1:1B,1:1C,1:1C+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,2:1C+,1:1C-,2:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,2,N,70,20,1:1B,1:0F,1:1C,1:1C,1:1C,0:0NA,1:1B,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,N,0,135,1:1C-,1:1D+,2:1C+,1:1C-,1:1A,1:1C+,0:0NA,1:1C,1:1B,0:0NA,0:0NA,1:1B,2:1B,1:1C,1:1C,0:0NA,0:0NA,2:0,0:0NA,0:0NA
230727B,7,Y,70,52,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1C,0:0NA,1:1A-,1:1A-,1:1B,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,Y,64,70,1:1,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B+,1:1B,0:0NA,0:0NA,1:1B,2:1B,1:1A,1:1A-,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,N,74,46,1:1C,0:0NA,0:0NA,0:0NA,1:1,0:0NA,0:0NA,1:1C-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1D-,0:0NA,0:0NA,3:0,0:0NA,0:0NA
230727B,5,Y,69,65,1:1A,1:1A,1:1C,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,2:0,0:0NA,1:1A,1:1A-,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,43.5,96,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1B-,0:0NA,1:1B-,1:1C+,1:1C,0:0NA,2:0,0:0NA,0:0NA
230727B,6,N,69,30,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,4,Y,70,56,1:1C,1:1C,1:1B,1:1C,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,1:1C+,2:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,188.7,85,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1B,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,9,148,0:0NA,0:0NA,1:1C,2:1C+,2:1C+,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,1:1B-,1:1C,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,Y,70,65,1:1C,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1B+,4:0,1:1C,2:1D+,2:1B-,0:0NA,1:1A-,0:0NA,0:0NA
230727B,5,Y,70,50,1:1C,1:1B,1:1B,1:1C,1:0,0:0NA,1:1C,1:1B,0:0NA,1:1A,0:0NA,1:1C,1:0D-,1:1C-,1:1C,1:1C+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,6,Y,60,73,1:1B,1:1A,1:1C,1:1C,1:1B-,1:0F,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1B,1:1C,1:1C+,0:0NA,4:0,0:0NA,0:0NA
230727B,5,Y,70,64,1:1C,1:1B,1:1B,1:1A,1:1B+,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,2:1C,1:1B-,1:1B,1:1C,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,70,55,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:0,1:1C,1:1C+,2:1A-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,6,Y,69,67,1:1A,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1B+,1:1B-,1:1C-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,3,Y,68,82,1:1A,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:0,1:1C-,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,3,N,52,9,1:1C,0:0NA,2:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,N,70,58,1:1C,1:1B,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1B-,1:1B+,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA
230727B,2,Y,70,61,1:1A,1:1C+,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1C,1:1B-,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,Y,70,55,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,1:1B,3:1A,2:1A-,1:1B,1:1B,0:0NA,3:1A-,0:0NA,0:0NA
230727B,6,Y,70,52,1:1C,1:1C,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1C,1:1B+,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,N,70,6,1:1A,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,26,112,1:1C,2:1A,1:1C,1:1B,1:1A,1:1D,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1B,1:1C+,1:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,N,70,52,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:1C-,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,0,129,1:1B,1:1B,1:1B-,1:1B,1:1A,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,1:1B+,1:1B-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,50,1:1A,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,2:1C+,1:1A,1:1A-,1:1B,1:1B,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,N,63.5,39,1:1B,1:1B,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C-,2:1D,1:1D,2:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230727B,5,Y,70,52,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,1:1B-,1:1A-,1:1B-,2:1B,2:0,0:0NA,2:0,0:0NA,0:0NA
230727B,5,Y,90.2,79,1:1B,1:1A-,1:1B-,1:1B+,1:1B,0:0NA,0:0NA,1:1C+,0:0NA,1:1B,1:1B+,2:1A,2:1B-,1:1C+,1:1B,1:1A-,0:0NA,2:0D,0:0NA,0:0NA
230727B,4,N,6,76,1:1C,0:0NA,1:1C,1:1C,1:1B-,1:0,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,Y,70,52,1:1A,1:1A,1:1A,1:1B,1:1C,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B+,1:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
