Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,MATH105,MATH102,MATH104,MATH255A,BIOL106,BIOL107,CHEM101,CHEM102,PHYS100A,PHYS100B,BIOL322,BIOL360,BIOL380,CHEM333,CHEM334
780602B,2,Y,70,67,1:1B,0:0NA,0:0NA,1:0B,1:1B,1:1C,1:1B,1:1C,1:1A,1:1A,1:1B,1:1B+,1:1B,2:1B+,1:1B-
780602B,3,Y,75,72,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,1:1A,1:1B,1:1A-,1:1B,1:1C
780602B,2,N,12,35,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,20,41,1:1C,1:0,0:0NA,1:1A-,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,0,36,0:0NA,6:1C,0:0NA,0:0NA,1:1C,1:0F,1:1D-,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,10,37,0:0NA,2:0D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,0,177,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1B+,1:1C,1:1C-,1:1C,1:1B+,1:1C,1:1C,1:1C+,2:1C,3:1B-
780602B,4,N,130.4,47,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1,1:1,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,87,76,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,1:1B-,1:1B,1:1B,1:1D,1:1C+,1:1C-,2:1C+,1:1C-,1:1C,4:1B
780602B,5,Y,70,53,1:1A,0:0NA,1:1B,1:0A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1A,1:1A,0:0NA,0:0NA
780602B,4,N,0,44,0:0NA,5:0,1:0WU,0:0NA,1:1D+,2:1C,2:1C-,4:0F,0:0NA,0:0NA,1:1C+,1:0WU,1:0F,0:0NA,0:0NA
780602B,3,Y,70,55,1:1A,0:0NA,1:1B,1:0B,1:1B,1:1A,1:1C,1:1C,1:1A,1:1B+,1:1A,1:1A,1:1A-,0:0NA,0:0NA
780602B,8,N,70,23,0:0NA,1:1B,1:1B,1:0C,2:1C+,1:1C,1:1C,1:1C,2:1C-,6:1C,6:0C,4:1B+,1:0W,2:0W,0:0NA
780602B,8,N,3,137,1:1B,0:0NA,0:0NA,2:1B,1:1C,1:1C,3:0C-,1:1D,1:1B-,2:1B,2:1C+,1:1D,1:1D,2:1C,3:1D+
780602B,10,N,22,140,2:1B-,0:0NA,0:0NA,2:1C,1:1C,0:0NA,1:1D,0:0NA,2:1C-,4:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,Y,33,129,1:1B,0:0NA,0:0NA,0:0NA,2:1C,2:1C,1:1C,1:1C+,1:1B+,1:1A-,1:1C,1:1C,2:1C,1:1C,2:1C
780602B,3,N,6,128,1:1B,0:0NA,0:0NA,1:1B-,1:1A,1:1A,1:1A,1:1B+,1:1B,1:1A,1:1B,1:1C+,1:1A-,1:1C+,1:1C-
780602B,1,N,70,0,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,0,55,0:0NA,3:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,Y,49,153,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,2:1C,2:1C-,3:1C-,2:1B,1:1B+,2:1C-,2:1C,1:1C,3:1C+,3:1C-
780602B,1,N,15,12,0:0NA,2:0F,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,0,70,0:0NA,1:1C,1:1A-,1:1C,1:1A,1:1B,1:1B-,1:1C,1:1C-,0:0NA,1:1B-,1:1B,1:1B,1:0,0:0NA
780602B,6,Y,0,130,1:1D,0:0NA,0:0NA,0:0NA,1:1A-,1:1C,1:1D-,2:1D-,1:1D,1:1B-,2:1B-,1:1C,2:1C,1:1D,1:1C
780602B,4,Y,0,146,2:1C+,0:0NA,0:0NA,1:1B,1:1B+,1:1C+,1:1C,1:1B-,1:1A,1:1C+,1:1B+,1:1A,1:1A-,2:1C,2:1C+
780602B,4,Y,60.5,83,0:0NA,1:1B,1:1B-,0:0NA,1:1A,1:1B,1:1C+,1:1C+,1:1A,1:1A-,1:1B,1:1B,1:1B-,1:1B+,2:1A-
780602B,11,Y,10.5,131,1:1A,0:0NA,0:0NA,1:1A,1:1B-,1:1B,1:1B,1:1A-,1:1B,1:1B-,1:1B,1:1B+,1:1C,1:1C+,1:1C
780602B,6,Y,54,82,0:0NA,0:0NA,0:0NA,1:0B,1:1B,1:1B,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1A
780602B,1,N,12,12,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,3,88,0:0NA,1:1B+,1:0,0:0NA,2:1B,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,74,49,0:0NA,0:0NA,0:0NA,1:0A,1:1B,1:1A,1:1B,3:0C,1:1B,1:1D+,1:1B-,1:1C,2:1C,3:1C+,2:1C-
780602B,5,N,59,122,1:1B,1:1C,1:1C,2:1B,1:1B,1:1B,1:1C,1:1C+,1:1B,1:1B-,1:1C,1:1B+,1:1C,1:1C,1:1A
780602B,5,Y,12,144,1:1B,0:0NA,0:0NA,1:1C+,1:1B+,1:1B,2:1B,1:1B,1:1A,1:1B-,1:1B,1:1A,1:1B+,1:1B,1:1B+
780602B,1,N,3,14,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,Y,70,73,1:1B,1:1B,1:1B,1:0B,1:1C,1:1A,1:1B,2:1B,1:1C+,1:1B-,2:1C-,1:1C+,1:1C,1:1C+,2:1C
780602B,6,Y,57,79,1:1B,0:0NA,1:1A,1:1B,1:1C,1:1B,1:1B,1:1C-,1:1C,1:1C,1:1C,1:1B-,1:1B+,2:1B,1:1B+
780602B,9,N,0,97,2:1D,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,Y,12,143,1:1B+,0:0NA,0:0NA,1:1A-,1:1B,1:1B,1:1B,2:1C,1:1B,1:1B,1:1B,1:1C,2:1B,1:1C,1:1C
780602B,5,N,70,27,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1C,1:1D,2:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,19,58,0:0NA,3:0,1:1C,0:0NA,1:1C+,1:1C,2:0,1:1C,0:0NA,0:0NA,1:1B-,2:1B+,1:0,1:0W,0:0NA
780602B,8,Y,34,123,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1B-,1:1A,1:1B+,1:1A,1:1B,1:1B-,2:1A-,1:1C
780602B,7,Y,91.9,54,0:0NA,0:0NA,0:0NA,1:1D,1:0,1:0,1:1,1:1,1:1A,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,20,119,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,1:1C,1:1C+,1:1A-,1:1B-,1:1A-,2:1C,1:1B,1:1C-,1:1B,1:1C+
780602B,5,Y,70,56,0:0NA,1:1B,1:1B,1:1C-,0:0NA,0:0NA,1:1C,1:1C,1:1A,1:1B,1:1C+,1:1B-,1:1B-,1:1C,1:1D
780602B,2,Y,12,139,1:1B,0:0NA,0:0NA,1:1C,1:1B-,2:1A,2:1C+,1:1C-,1:1B,1:1C,1:1B-,1:1B-,1:1B,2:1C,1:1D+
780602B,5,Y,9,130,3:0C+,0:0NA,0:0NA,2:1B-,1:1C,1:1B-,1:1B,1:1C,1:1C+,1:1C,1:1C,1:1B+,1:1B,2:1B-,1:1C
780602B,5,Y,70,55,1:1A,0:0NA,1:1A,1:0B,1:1A,1:1A,2:1B,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1B,1:1B,1:1C+
780602B,5,Y,70,52,1:1A,0:0NA,1:1A,1:0C,1:1B,1:1C,1:1A,1:1B,1:1B-,1:1B+,1:1C-,2:1A,1:1A,0:0NA,0:0NA
780602B,7,Y,70,75,0:0NA,1:1A,0:0NA,1:0A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A-,1:1A,1:1A,1:1B,1:1C
780602B,7,Y,72.3,65,1:1A,0:0NA,0:0NA,1:0C,1:1B,2:1B,1:1A,1:1C,0:0NA,1:1B,1:1B-,1:1C,1:1B,1:1C+,2:1B
780602B,7,Y,6,145,1:1C,0:0NA,0:0NA,1:1C,1:1C,2:1C,1:1C+,1:1C,1:1D+,1:1C,1:1C-,1:1B-,1:1B-,1:1C,1:1D-
780602B,2,Y,0,151,1:1A,0:0NA,0:0NA,0:0NA,2:1C,1:1B,1:1C+,1:1B+,1:1B+,1:1A-,1:1B,1:1C,1:1B,1:1B,1:1A
780602B,3,N,22,37,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,Y,60,70,1:1C,0:0NA,0:0NA,2:0,0:0NA,0:0NA,1:1D,1:1D,2:1C,1:1B,1:1C,3:0B-,1:1C,2:1D,1:1D
780602B,2,N,73,64,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1A,0:0NA,0:0NA,2:0,0:0NA,1:1B-,1:1A-,2:0,2:1B+,1:1B
780602B,4,N,32,37,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,Y,70,75,0:0NA,1:1A,1:1B,1:1B,1:1,1:1,1:1B,1:1B,1:1C,1:1C,1:1A,1:1B,1:1B,1:1B,1:1B
780602B,6,Y,70,68,1:1B,0:0NA,1:1C,1:0C,1:1C,1:1B,1:1B,1:1C,1:1B,1:1B,1:1C,1:1C+,1:1C,2:1C,1:1C
780602B,7,Y,54,88,1:1B,0:0NA,1:1A,1:1C,1:1B,1:1B,1:1B+,1:1B-,1:1B,1:1C+,1:1C+,1:1A,1:1C,1:1C+,1:1C
780602B,6,Y,70,61,1:1C,1:1C,1:1C,1:0D,1:1C,1:1C,1:1C,1:1C,1:1B-,1:1C,1:1B,1:1C,2:0,1:1C,1:1C
780602B,4,Y,82,98,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:1B,2:1C,4:0D,2:1B,1:1C,2:1B,2:1C,1:1B-,3:1C,3:1D
780602B,10,Y,66,100,1:1B,0:0NA,1:1C,1:1B,1:1B,1:1B,1:1C,1:1C,1:1A-,1:1B,1:1C+,1:1A,1:1B,1:1C+,1:1B-
780602B,7,Y,70,66,1:1C,0:0NA,0:0NA,1:0B,1:1B,1:1B,1:1B,1:1B,1:1C,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA
780602B,5,N,18,38,0:0NA,1:1A-,0:0NA,0:0NA,2:1B,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,65,92,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:1B,1:1A-,2:1B,1:1A,1:1B+,1:1B-,1:1B,1:1B+,1:1B-,1:1C
780602B,7,Y,64,119,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1A,1:1B,1:1C,1:1B,1:1C+,3:1B+,1:1B,1:1B+,1:1B-,2:1B
780602B,6,N,11,57,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,2:0,1:1C,2:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,Y,70,89,0:0NA,1:1B,1:1C,1:0C,1:1B,1:1B,1:1C+,1:1C+,1:1C+,1:1C,1:1B,1:1B,1:1C+,2:1D,2:1B
780602B,4,Y,12,117,1:1B,0:0NA,0:0NA,1:1B,1:1A,1:1A,1:1A,1:1B+,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A
780602B,7,Y,62,71,1:1A,0:0NA,0:0NA,1:0A,1:1A-,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1A
780602B,2,N,70,25,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,1:1A
780602B,4,N,12,104,2:1B,0:0NA,0:0NA,2:1D,2:0WU,1:1B-,1:1D,2:1D,3:0,1:1C-,3:1D,1:1D,0:0NA,1:0F,0:0NA
780602B,2,N,6,50,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,24.5,31,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,2:0,2:0,2:1B+,0:0NA,1:1B,1:1B,3:0B+,2:1C-
780602B,7,Y,64,103,1:1B,0:0NA,0:0NA,1:0C,1:1B,1:1A,1:1B,1:1A-,1:1A,1:1A-,1:1A,1:1A,1:1A-,1:1B+,1:1A
780602B,7,Y,0,136,0:0NA,1:1A-,1:1B,1:1B,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C,1:1C,1:1A,1:1C+,1:1C,1:1D-
780602B,4,N,7,61,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,49,104,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1C+,1:1C,1:1A,1:1B+,1:1B,1:1A,1:1B+,1:1C+,1:1C+
780602B,3,N,6,83,0:0NA,2:1C,3:0C-,0:0NA,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,79,63,1:1C,1:0,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:1B,1:1A,1:1A,2:1C-,1:1C+,1:1B-,1:1C,1:1D
780602B,5,N,0,43,0:0NA,2:0,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,37,96,0:0NA,1:1B,1:1A,0:0NA,1:1B,2:1A-,2:1C-,1:1A-,1:1B,1:1A,1:1B,1:1A-,1:1B,1:1B+,1:1B-
780602B,6,N,15,67,1:1C+,0:0NA,0:0NA,3:1C,1:1D+,1:1C,2:1C,2:1D,2:1C+,2:1C,0:0NA,1:1D,0:0NA,0:0NA,0:0NA
780602B,6,Y,48,112,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1B,0:0NA,0:0NA,1:1C+,1:1B+,1:1B-,0:0NA,1:1B
780602B,5,Y,70,66,1:1B,0:0NA,1:1C,1:0C,1:1C,1:1B,1:1B,1:1B,1:1A,1:1A,1:1C+,2:0,1:1B+,1:1C+,2:1B
780602B,4,N,32,90,1:1A,1:1B,0:0NA,1:1C,1:1A-,1:1B,2:1D,1:1D,2:0W,1:0F,1:1B-,1:1B+,2:1B,5:0F,0:0NA
780602B,4,Y,66,81,0:0NA,1:1A,1:1B,2:1B,1:1A,1:1B+,1:1A,1:1A,1:1A,2:1A,1:1A-,1:1B,1:1B+,1:1B-,1:1C
780602B,5,Y,85,79,1:1A-,0:0NA,1:1B,0:0NA,1:1B,0:0NA,2:1C,1:1C,1:1B-,2:1B+,1:1B,1:1B-,2:1C-,1:1C+,1:1B+
780602B,5,N,16,68,0:0NA,2:1C+,3:0,0:0NA,2:1C,1:1D,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,Y,15,128,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A-
780602B,8,Y,70,67,1:1C,0:0NA,0:0NA,1:0C,1:1D,1:1B,1:1C,2:1C,1:1C,1:1C,2:1C-,1:1C-,2:1C-,2:1B-,1:1D
780602B,4,Y,21,116,1:1A,0:0NA,0:0NA,1:1B+,1:1C,1:1B,1:1A-,1:1B+,1:1B,1:1C,3:1B,1:1A,1:1B-,1:1B,1:1C
780602B,1,Y,65,90,1:1C,0:0NA,1:1A,1:1B,1:1A,1:1A-,1:1A,1:1B,1:1B,1:1B,1:1A-,1:1A,1:1B,2:1D,1:1B
780602B,5,N,6,80,0:0NA,2:1A,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,Y,70,64,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1A,2:0,2:1B,1:1B-,1:1B,1:1C+,1:1C-,1:1C,1:1D
780602B,3,Y,69,83,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1B,1:1B,1:1B-,1:1A,1:1A,1:1B,1:1B-,1:1B,2:1B-,1:1B
780602B,6,Y,70,70,0:0NA,1:1B,1:1A,1:1B-,1:1A,1:1A,1:1B,1:1A,2:1A,1:1B,1:1B,1:1B,1:1B,1:1B-,0:0NA
780602B,4,N,28,61,0:0NA,2:0F,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,6,144,1:1B,0:0NA,0:0NA,1:1B-,1:1C,1:1B,2:1A,2:1C,1:1B,1:1A-,1:1C,1:1C+,1:1B,2:1C,1:1C
780602B,8,N,0,64,1:1C,0:0NA,0:0NA,2:0F,1:1C,1:0WU,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,Y,9,143,1:1C,0:0NA,0:0NA,1:1B-,1:1C+,1:1C,1:1B-,3:0,1:1C,1:1B,1:1C-,1:1C+,1:1B-,3:1C,2:1C-
780602B,6,Y,70,80,2:1D,0:0NA,1:1B,0:0NA,1:1B,1:1C,1:1C,2:1C-,1:1D,2:1C,1:1C,1:1C,1:1C,2:1D,3:1C-
780602B,10,N,31,115,1:1C,0:0NA,0:0NA,1:0B,2:1C+,1:1C,1:1C,1:1C,1:1C-,1:1B-,2:1D,2:0D-,2:1C-,2:1C-,1:1D
780602B,4,N,70,27,1:1D+,1:1B,1:1C,1:0B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1C,1:1C,0:0NA,2:0U,0:0NA
780602B,5,Y,63,104,1:1B,0:0NA,0:0NA,1:1B,1:1B-,1:1B,1:1B-,1:1B-,1:1B+,1:1B,1:1B-,1:1B+,1:1B,1:1B,1:1C
780602B,2,N,70,26,1:1B,0:0NA,1:1C,1:0D,1:1C,1:1C,1:1C,1:1B,1:1C,1:1B,1:1C,1:1B-,1:1B,1:1C,0:0NA
780602B,9,Y,0,134,1:1B,0:0NA,0:0NA,0:0NA,2:1A-,1:1B-,1:1C,1:1B,1:1B+,1:1C+,1:1C+,1:1C,1:1B,1:1C+,3:1C
780602B,4,Y,6,120,1:1B,0:0NA,0:0NA,1:1B,1:1C+,1:1A,1:1B-,1:1B,1:1B+,1:1B+,2:1C,1:1B-,1:1B,1:1B,1:1C
780602B,5,Y,67,90,1:1B,1:1C,0:0NA,1:1B-,1:1C,1:1A,1:1C,1:1B,1:1B+,1:1B-,1:1A-,1:1A-,1:1B+,2:0,1:1C
780602B,5,Y,0,152,1:1CR,0:0NA,0:0NA,1:1C-,2:1C,1:1C,1:1C-,1:1C+,1:1B-,1:1C+,1:1C,1:1C+,1:1C,1:1C-,1:1C-
780602B,8,Y,12,132,2:1A,0:0NA,0:0NA,1:0,1:1A,1:1A,1:1A-,1:1B,1:1A-,1:1A,1:1A-,1:1B+,1:1B,1:1B+,1:1A
780602B,4,Y,69.5,72,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,2:1C+,1:1C,1:1B,2:1C,1:1B+,2:1C,2:0F,2:1D-
780602B,10,Y,84,86,2:1C,0:0NA,0:0NA,3:1D,1:1B,1:1B,3:0D+,2:0C+,1:1C,2:1C,1:1C+,1:1C-,1:1B+,1:1C,1:1D
780602B,8,Y,0,171,2:1B,0:0NA,0:0NA,1:1B+,1:1C,1:1B+,1:1A-,1:1B,1:1B,1:1A-,1:1B,1:1B,1:1C-,1:1C,1:1C
780602B,9,Y,0,152,1:1B,0:0NA,0:0NA,1:1A-,1:1C,1:1A,1:1A,1:1B,1:1B,1:1C+,1:1C+,1:1B+,1:1B,1:1B+,1:1C
780602B,7,Y,12,154,2:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,2:1A,2:1C,1:1B+,1:1C-,1:1C,1:1B,2:1B,1:1C+,2:1C
780602B,2,N,42,29,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,27,116,1:1B,0:0NA,0:0NA,2:1C,1:1B,1:1B,1:1C,1:1C,1:1B,1:1B+,1:1A,1:1B,1:1B+,1:1B,1:1B-
780602B,1,N,70,12,0:0NA,1:1B,1:1B,0:0NA,1:1C,1:1A,2:0C-,3:0F,2:0WU,1:1C,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA
780602B,5,Y,25,125,0:0NA,1:1C,1:1C,1:0F,1:1C-,2:1B,2:1D+,2:1C,1:1C+,2:0F,2:1C-,2:1B,1:1D+,0:0NA,1:1C
780602B,3,Y,11,134,1:1C,0:0NA,0:0NA,2:1C,1:1C+,1:1C,1:1D,2:0,1:1C,1:1C,1:1C-,1:1C+,1:1A-,1:1C-,1:1C-
780602B,5,Y,3,146,1:1B,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C+,1:1D+,1:1C-,1:1C,2:1C,1:1C,1:1C+,1:1D+,1:1D
780602B,3,Y,24,169,1:1A-,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1B,2:1C,1:1C-,1:1D,1:1C+,1:1A,1:1C,3:1C,2:1C
780602B,3,Y,70,68,1:1B,0:0NA,1:1C,0:0NA,1:1C,1:1A,1:1B,1:1B,2:1B+,1:1B,1:1C,1:1A,1:1C,2:1C+,1:1C+
780602B,11,Y,0,135,1:1B-,0:0NA,0:0NA,1:1B,1:1B,1:1A-,1:1C-,1:1B-,1:1B,1:1B-,1:1B,1:1B+,1:1B+,1:1C+,2:1D
780602B,7,Y,11,153,1:1C,0:0NA,0:0NA,2:1A-,2:1D,1:1D,1:1D-,2:1B-,1:1C,1:1C+,1:1C-,1:1C,1:1D+,1:1C-,1:1D
780602B,12,Y,6,181,1:1A,0:0NA,0:0NA,1:1B+,1:1A-,1:1A,1:1B,1:1C+,1:1A-,1:1A,1:1A,1:1A-,1:1A,1:1B,1:1B-
780602B,12,Y,14.5,131,2:1C,0:0NA,0:0NA,1:1B-,1:1C,1:1A,1:1C,1:1C-,1:1B,1:1B+,1:1C,1:1A-,2:0,2:1B,1:1D
780602B,4,N,27,92,1:1A,0:0NA,0:0NA,0:0NA,1:1C,3:0,1:1A,2:1B,0:0NA,0:0NA,0:0NA,1:0W,1:0,1:0W,0:0NA
780602B,2,N,0,110,1:1B+,0:0NA,0:0NA,2:1B,1:1C,1:1B,1:1C-,2:0,2:0,1:1C+,1:1C-,2:1B,1:1C,3:0F,0:0NA
780602B,6,Y,82,57,0:0NA,1:1C,1:1A,1:0B,1:1A,1:1A,1:1A,1:1A,2:1A,1:1A,1:1A,1:1A,2:1A,1:1A,1:1A-
780602B,1,N,6,124,2:1B,0:0NA,0:0NA,1:1A,2:1B,1:1C,1:1B,1:1C-,3:1C-,1:1C,2:0,1:1B,1:1B,5:0B-,1:1C
780602B,2,N,3,24,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,70,86,2:1C-,0:0NA,0:0NA,0:0NA,1:1B-,1:1D,1:1C,1:1C,1:1C,1:1B-,1:1A,2:1C+,1:1C,1:1D,2:1D
780602B,10,Y,15,151,2:1B-,0:0NA,0:0NA,1:1C,1:1C,2:1C,3:0C,3:0B,1:1C,3:0,1:1C-,1:1C-,1:1C+,2:1C,2:1C
780602B,4,Y,9,143,1:1B,0:0NA,0:0NA,1:0B,2:1C,1:1A,1:1C,3:0B,1:1B+,1:1B,2:1D,1:1B,2:1C+,1:1C,1:1D
780602B,3,Y,9,128,1:1C,0:0NA,0:0NA,1:0F,1:1A-,2:1B,3:0B,3:1D,1:1C+,1:1C,1:1C+,1:1B+,1:1C+,2:1C,1:1C-
780602B,2,Y,49,102,1:1B-,1:1C,1:1C,1:1B-,1:1B,1:1B+,1:1C-,2:1C-,1:1C-,1:1B+,1:1B,1:1C+,1:1B+,2:1C-,2:0F
780602B,10,Y,0,150,1:1C+,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1B,1:1A-,1:1A-,1:1B,1:1B-,1:1B+,1:1B+,1:1C,1:1C
780602B,5,N,11.7,134,1:1C,0:0NA,0:0NA,1:1B-,1:1C,1:1C,1:1B+,2:1C,1:1C+,1:1B,1:1C,2:1B-,2:1C,1:1C,1:1C+
780602B,2,N,3,44,0:0NA,4:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,Y,70,81,1:1C,0:0NA,1:1C,1:1B,1:1B,1:1A,1:1B,1:1A,1:1B-,1:1B+,1:1C+,1:1C,1:1A-,1:1B-,1:1C+
780602B,5,Y,70,50,0:0NA,0:0NA,0:0NA,1:0C,1:1C,1:1C,1:1B,1:1C,0:0NA,1:1A,1:1B,2:1A,1:1B+,0:0NA,0:0NA
780602B,5,Y,70,69,1:1C,0:0NA,1:1C,1:0C,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1B+,1:1B,1:1A,1:1A-,0:0NA,0:0NA
780602B,4,Y,70,63,1:1C,0:0NA,1:1C,1:0B,1:1A,1:1C,1:1C,1:1C,1:1A,1:1B,1:1B,1:1B,1:1B,1:1B,1:1B
780602B,6,Y,68,55,1:1B,0:0NA,0:0NA,1:0C,1:1C-,2:1B,1:1C,1:1C,1:1A,1:1C+,1:1B+,1:1B,1:1C,0:0NA,0:0NA
