Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120
233904B,5,Y,70,60,1:1C,1:1C,1:1B,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,2:1A-
233904B,1,Y,95.3,55,1:1A,1:1A,1:1A,0:0NA,1:1B-,0:0NA,1:1B-,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,6,Y,70,51,1:1C,4:1A,1:1B,1:1D,3:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1D-
233904B,4,N,70,15,1:1D,0:0NA,1:1D+,3:0,0:0NA,1:0,1:0,0:0NA,1:1A,1:1C,1:1B,1:1C,1:0C,0:0NA,1:0
233904B,11,Y,20,154,1:1A,0:0NA,1:1A,1:1B,1:1C+,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,2:0,1:1A
233904B,5,N,94.5,27,1:1D,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1D,1:1A,0:0NA
233904B,3,Y,65.1,69,1:1C,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1C+,1:1A,2:1B+,0:0NA,1:1A,0:0NA,0:0NA,1:0
233904B,4,Y,117.9,33,1:1C,1:1C,1:1A,0:0NA,1:1,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA,1:1A
233904B,6,N,0,71,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,9,Y,27,128,1:1A,1:0F,2:1D+,2:1C,4:1D-,0:0NA,0:0NA,0:0NA,2:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,3,Y,18,104,1:1C,1:1C,1:1C,1:1B-,1:1D+,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,4,Y,6,123,1:1D,3:1C,0:0NA,1:1B-,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C
233904B,3,N,70,45,0:0NA,2:1C,1:1C,0:0NA,2:1D-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,93,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
233904B,6,Y,74,60,1:1C,2:1C,4:1C,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,85,33,1:1B,3:0F,1:1C,1:0,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,3,Y,68,58,1:1C,1:1A,2:1A,1:1B-,1:1B+,0:0NA,1:1A-,0:0NA,1:1C,1:1B,1:1A,1:1B,1:0B,1:1C,0:0NA
233904B,4,Y,70,52,1:1C,1:1A,1:1B,0:0NA,1:1C,0:0NA,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,70,40,1:1B,1:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,Y,56,64,1:1A,1:1B,1:1A,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+
233904B,5,Y,70,54,1:1A,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,8,32,3:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,7,Y,70,51,1:1A,1:1C,1:1B+,1:1B-,1:1C-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,6,N,70,40,1:1B-,0:0NA,1:0W,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,1:1C,1:0C,1:1D,1:1C+
233904B,6,Y,70,50,1:1A,1:1C,1:1B,1:0WU,1:1C+,0:0NA,1:1B+,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,6,136,1:1C+,1:1C,2:1B,1:1B-,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,2:1D
233904B,3,N,48,20,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0,0:0NA
233904B,4,Y,70,52,1:1A,1:1A,1:1A,1:1B-,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,12,N,0,97,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,N,98,3,1:1B,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,70,28,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:0,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,4,N,70,31,1:1C,2:0F,1:0F,1:0F,0:0NA,1:1C,1:1A-,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1D,0:0NA
233904B,5,Y,70,64,1:1C,1:1B,1:1C,1:1D+,1:1D+,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,1,N,12,14,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,3,Y,70,51,1:1A,1:1A,2:0,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,Y,79,50,1:1C,2:1C,1:1A-,1:1B,1:1B,0:0NA,5:1D,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,69,51,1:1A,2:1A-,1:1C,1:1C+,1:1D-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,5,N,70,9,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,4,N,0,74,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,79,45,1:1B,1:1B-,1:1A-,0:0NA,1:1B,0:0NA,1:1A,0:0NA,1:1B,1:1A,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,6,N,70,24,1:1C,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,29,112,1:1D-,0:0NA,2:1B,1:1C+,1:1D,0:0NA,1:0,0:0NA,1:1C-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,105,67,3:0F,1:1D,3:1B,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,N,7,63,1:0F,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,2:0
233904B,4,Y,62,84,1:1A,1:1C+,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,70,51,1:1A,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,65,9,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1D,1:1D,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,64,44,1:1B,1:1A,1:1A,1:1A,2:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,4,N,69,9,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,1:0C,2:0F,1:1B-
233904B,1,N,140.5,6,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,10,Y,60,60,1:1D,3:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1D,1:0D,1:1C,0:0NA
233904B,4,N,70,21,1:1A,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1B,1:0B,0:0NA,1:1A-
233904B,8,N,36,87,1:1D,3:1C,1:1C,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1D,1:1C,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,Y,73,47,1:1A,2:1C,1:1A,1:1C,1:1D-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,Y,78.1,42,1:1C,1:1C,1:1B,2:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,57,0,1:1A,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,11,N,66.3,49,1:1D,1:1D,0:0NA,0:0NA,2:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,1,N,0,39,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,92,54,1:1C,2:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,6,Y,70,51,1:1B,1:1D,0:0NA,0:0NA,3:1C,0:0NA,1:1A-,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,68,6,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,1,N,60,6,3:1C,0:0NA,0:0NA,3:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,2:1C-
233904B,7,N,60,6,1:1C,0:0NA,1:0,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,3:0F
233904B,1,N,70,0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,1:1B,1:1C,1:1B-,1:1D,1:0D,1:1B,0:0NA
233904B,8,Y,70,63,1:1C,2:1C,2:0,2:1C-,2:1C,0:0NA,1:0,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-
233904B,2,N,65,3,1:1C,0:0NA,2:1D+,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1D,0:0NA
233904B,5,N,70,6,1:1A,1:0F,3:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,70,63,1:1C,1:1A,1:1A,1:1B+,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,1:1C,0:0NA,0:0NA,1:1A
233904B,4,N,47,27,1:1A,1:0F,1:1A,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:0F,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,Y,81,60,2:0,1:1C,1:1B,1:1D+,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,5,Y,70,51,1:1B,1:1C,1:1B-,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1D+,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,66,54,1:1A,1:1B,1:1B+,1:1C-,1:1B-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,70,54,1:1B,1:0F,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:0,1:1C
233904B,6,Y,69,60,1:1C,1:1B+,1:1A,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,1:0,2:1A-
233904B,5,Y,70,51,1:1A,2:1B,1:1A-,2:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,70,21,0:0NA,1:1D,1:1D,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,7,Y,69,56,1:1C,2:1C,1:1C+,1:1D-,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1C+,0:0NA
233904B,7,Y,69,51,1:1B,1:1B-,2:1B,2:1B,1:1B-,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,59,61,1:1A,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,0:0NA
233904B,8,N,0,66,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:0F,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:0
233904B,1,N,32,39,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,0:0NA,2:0,0:0NA
233904B,1,N,59,3,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0WU,0:0NA,0:0NA,1:1D,1:1C
233904B,4,N,65.5,12,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,70,57,1:1B,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,Y,70,51,1:1B,1:1C,2:1B-,3:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,6,Y,70,50,1:1B,1:1B,1:1B,1:1B-,1:1D,0:0NA,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,69,51,1:1A,1:1B,1:1B,1:1B-,1:1C-,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,2,Y,26,104,1:1B,1:1A,1:1A,1:1A-,1:1A,0:0NA,0:0NA,1:0,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,6,Y,68,52,1:1A,1:1A,1:1A-,1:1A-,2:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1B,0:0NA
233904B,3,Y,70,78,1:1B,1:1B,1:1B-,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,2,N,14,131,1:1B+,1:1A,1:1B+,1:1B,1:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1A,0:0NA,2:0F,0:0NA,0:0NA,1:1A
233904B,2,N,49,0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,8,N,73,47,1:1B,1:1C,1:1C,2:1B,1:1C-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1B,1:0B,1:1B,0:0NA
233904B,8,Y,70,50,1:1B,1:1C,1:1B-,2:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,Y,11,112,1:1C,1:1B-,1:1B-,1:1C+,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+
233904B,2,N,70,3,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,2:0,0:0NA
233904B,5,Y,70,79,1:1B,1:1B,2:0,1:1B,1:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,0:0NA,1:1B,1:0B,1:1B,0:0NA
233904B,10,Y,3,120,1:1B,1:1B,1:1A,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,8,Y,6,114,1:1C,1:1C+,1:1B,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,5,Y,70,51,1:1A,1:1A,1:1A-,1:1B+,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,11,Y,63,57,1:1A,1:1A,1:1A-,1:0,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,87.8,57,1:1,1:1B-,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,3,Y,18,118,2:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,49,73,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,2:1A
233904B,6,N,95,30,1:1B,1:1D,2:1D,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,Y,70,59,1:1B,1:1C+,1:1B-,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1A,0:0NA
233904B,7,Y,56,64,1:1A,1:1C,1:1D+,1:1C+,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,Y,11.3,112,1:1B,1:1B,1:1D-,1:1D,1:1C,0:0NA,1:1B+,0:0NA,3:1C,2:1D-,0:0NA,0:0NA,0:0NA,1:0,1:1C
233904B,5,Y,6,118,1:1B,1:1B,2:0,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,2:0,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-
233904B,3,N,69,9,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:1C,2:0,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,N,80.6,21,1:1C,1:1D,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,4,N,70,24,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A-,1:1C,1:0C,0:0NA,1:1B-
233904B,7,N,62,24,1:1C,3:0,2:0,1:0W,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,0,44,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA
233904B,2,N,50,84,5:1A,3:1A,1:0W,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,4:1D
233904B,5,Y,70,51,1:1B,1:1C,1:1B-,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1B,0:0NA
233904B,12,Y,3,120,2:1B,1:1B+,1:1A,1:1A,1:1C+,0:0NA,0:0NA,0:0NA,2:1A,2:1A,0:0NA,1:1CR,0:0NA,0:0NA,1:1A
233904B,3,N,0,44,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B
233904B,10,Y,63,59,1:1C,1:1B,2:1B+,3:1B+,1:1B-,0:0NA,1:0,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA
233904B,4,N,70,3,1:1B,0:0NA,2:0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,Y,79.3,42,0:0NA,2:1C,1:1C,2:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,Y,61,60,1:1B,1:1C,1:1B,2:1B+,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,3,Y,70,55,1:1B,1:1A-,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1A,1:1B,1:0B,0:0NA,1:1B
233904B,7,N,11.5,58,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,9,Y,70,55,1:1A,1:1B,1:1A,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,6,Y,79,48,1:1A,1:1C,1:1D,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,1,N,32,62,2:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,2:1C,0:0NA,0:0NA,2:0,0:0NA
233904B,5,N,1,55,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,N,3,87,1:1B,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A
233904B,4,N,15,103,2:1D,1:1D-,3:1C,3:1B,2:1B-,0:0NA,0:0NA,0:0NA,2:0,1:1B,0:0NA,1:1C+,0:0NA,1:0,1:1A-
233904B,3,N,6,7,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,N,61,22,1:1C,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:0F
233904B,5,N,104.3,34,1:1A,1:1B,1:1B,1:1B+,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,0:0NA,0:0NA
233904B,7,N,16,100,1:1D,0:0NA,1:1D,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,2:1A-,2:1B+,0:0NA,0:0NA,0:0NA,2:1A,0:0NA
233904B,7,Y,3,136,4:1C,1:1C,2:1B-,2:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1B+,2:1C+,0:0NA,2:0,0:0NA,1:1D,1:1B+
233904B,4,Y,29,100,2:0,1:1A,2:0,2:1A,1:1A-,0:0NA,0:0NA,0:0NA,2:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,3:1A-
233904B,4,Y,72,66,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1A,0:0NA,1:1C+,1:1A-,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,70,3,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,57,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,3,134,1:1D,1:1C,1:1C,3:1A-,2:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C-,1:1B,2:1D+,0:0NA,1:0,1:1C
233904B,4,Y,108,55,1:1C,1:1C,2:1C-,1:1D+,2:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+
233904B,4,N,70,51,4:1D,1:0F,2:1C,1:1C-,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,Y,80,90,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:0,2:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,30,104,1:1C-,1:1D,3:0F,1:0,2:1C,0:0NA,1:0,0:0NA,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:0
