Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348
230750B,2,N,0,28,1:1A-,1:1A,1:1B,1:1A,1:1B,1:1A,1:1B+,1:1C-,1:1A,0:0NA,0:0NA,0:0NA,1:0,1:0,1:0,1:0,1:1B-,0:0NA,0:0NA
230750B,2,N,3,24,1:1B+,1:1C+,1:1B,1:1A,1:1C+,1:1C,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
230750B,2,Y,31,92,1:1B,2:0,1:1D,1:1A-,1:1C+,1:1C,1:1A,0:0NA,2:1A-,0:0NA,0:0NA,1:1B,1:1B+,1:1B+,1:1B+,1:1C+,1:1C,1:1C,1:1B
230750B,8,Y,3,121,1:1D,1:1C,1:1C,2:0,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1D+,1:1B,2:1C,1:1C,1:1C,1:1B
230750B,5,N,70,15,1:1B-,1:0F,1:1C,1:1A,1:1C,1:1C,0:0NA,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA
230750B,10,N,0,59,1:1C,0:0NA,0:0NA,1:1B,2:0F,0:0NA,1:1A-,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA
230750B,7,N,3,90,1:1D+,1:1D,2:1C,1:1C+,1:1C-,2:0F,1:1A-,1:1C,2:1C,0:0NA,0:0NA,2:1C,1:1B,0:0NA,1:0,1:1D-,2:1D,1:0,1:0
230750B,16,N,21,64,1:1C,2:0,1:1C,1:1C,1:1C,2:0F,1:1B+,0:0NA,3:0F,0:0NA,0:0NA,1:1D,1:1C+,1:0F,0:0NA,1:1D,1:0F,0:0NA,0:0NA
230750B,7,Y,67,61,1:1B,1:0,1:1B-,1:1A,1:1A-,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1B,1:1B-,0:0NA,1:1A,1:1A,1:1B,1:1B,1:1B
230750B,4,Y,18,106,1:1D,2:0,1:1C,1:1B,1:1B,2:0,1:1B,0:0NA,0:0NA,1:1C,1:1D,1:1B,1:1B,1:1B,1:1D+,1:1B,1:1B,1:1B,1:1B
230750B,10,Y,0,131,1:1C,1:1D,1:1B,1:1A-,1:1D,1:1D,1:1A-,0:0NA,1:1A-,0:0NA,0:0NA,1:1C+,1:1B,1:1D,1:1B,1:1C,1:1C,1:1B,1:1B
230750B,10,Y,15,105,1:1B,1:1B-,1:1B,1:1A,1:1C,1:1C,1:1B,0:0NA,1:0,0:0NA,0:0NA,0:0NA,2:1B-,2:1C,1:1A,1:1C,1:1C,1:1C+,1:1B-
230750B,7,Y,22,112,1:1A,1:1A,2:0,1:1C,1:1C-,1:1B,1:1A-,0:0NA,1:1B-,0:0NA,0:0NA,2:0,1:1A,1:1C+,1:1A,1:1B,1:1B+,2:1B-,1:1A
230750B,10,Y,72,88,1:1B,1:1C,1:1C,1:1B,1:1C,1:1D,1:1C,0:0NA,3:1C,0:0NA,0:0NA,1:1B,2:1C,2:0,1:1B+,3:1B-,1:1C-,2:1B-,2:1B
230750B,4,N,39,24,0:0NA,0:0NA,1:1D,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,9,Y,21,105,2:0,1:1A-,1:1B-,1:1A,1:1C,1:1B,1:1A,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:1C,1:1B,1:1A
230750B,4,N,3,50,1:1A,1:1A,1:1B+,1:1A,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1C,1:1B+,1:0,1:1B,0:0NA,0:0NA
230750B,1,N,0,134,1:1C,1:1D+,1:1B,2:1B,2:1C-,1:1D,0:0NA,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,3:0,1:1D-,2:1C+,1:1C-,1:1C,1:1C,2:0
230750B,5,N,70,24,1:1A,1:1C,1:1A,1:1A,1:1C,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1C,1:1A,1:1D,1:1C+,1:1B,0:0NA,1:0
230750B,7,Y,32,88,1:1A,1:1B,1:1B,1:1A,1:1C+,1:1B,1:1A,0:0NA,2:1A-,0:0NA,0:0NA,1:1A-,1:1B+,0:0NA,1:1A,1:1B,1:1B-,1:1A,1:1B
230750B,5,N,0,108,1:1C-,2:1B,2:1B,1:1B-,1:1C,1:1B-,1:1B-,2:1C,1:1C,0:0NA,0:0NA,0:0NA,2:0,3:0,1:1C-,2:1A-,1:1C,0:0NA,0:0NA
230750B,8,Y,96,86,1:1A,1:1C+,1:1C,1:1A-,1:1A,1:1C-,1:1B+,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1D-,1:1A,1:1C,1:1C-,2:1B-,1:1B
230750B,14,Y,4,120,1:1C,2:0,1:1C,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1B-,1:1B-,1:1C,1:1B,1:1C,1:1B,1:1B+
230750B,5,Y,70,50,1:1B,1:1B-,1:1B,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1D,1:1B,1:1C,1:1C-,1:1C,1:1B-
230750B,10,Y,63,68,1:1D,1:1D,1:1B,1:1C,1:1C,1:1C-,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,2:1C,1:1C,1:1C,1:1B-,1:1D+,2:1C
230750B,6,Y,70,51,1:1,1:1,1:1C,1:1B,1:1B,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1C+,2:1D+,1:1C+,1:1C,1:1C,2:1C-,1:1B+
230750B,4,N,70,0,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,40,50,1:1B+,1:1C,1:1C,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230750B,12,Y,26,94,4:0F,1:1C,2:1C,1:1A,1:1C,1:1B,1:1C,3:0WU,0:0NA,0:0NA,0:0NA,2:0F,1:1A-,1:1C-,1:1A-,1:1A-,1:1C+,1:1A-,1:1B+
230750B,7,Y,70,58,1:1B,4:0D,1:1B,1:1B,1:1C,1:1C,2:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B,2:1C-,1:1B,2:1C,1:1C-,3:1C+,1:1D
230750B,7,Y,18,123,1:1B-,1:1C,2:1D,1:1A,1:1C,2:1B,1:1B,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1C-,1:1C,1:1C,1:1B+,1:1D+,1:1B-
230750B,2,N,60,26,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A,0:0NA,0:0NA
230750B,4,N,60,3,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,9,Y,70,104,2:1B-,1:1B,2:1B+,2:1A,1:1B,2:1C,0:0NA,1:1C+,2:1A,0:0NA,0:0NA,0:0NA,1:1C-,1:1B+,1:1C,1:1C,1:1B,2:0,1:1C
230750B,4,N,70,12,1:1C,1:1C,1:1C,1:1A,1:1B,1:1C,1:1A-,0:0NA,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA
230750B,9,N,0,93,2:1D,1:1C,4:1D-,1:1D+,2:0,2:1C,1:1B-,1:1D+,1:1C,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,2:1D+,0:0NA,0:0NA
230750B,6,Y,70,55,1:1B,1:1C+,1:1B,1:1C,1:1C-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1C,1:1C+,1:1C,1:1D,1:1C-,1:1C+
230750B,5,N,70,56,2:1C,2:1B,1:1C,1:1B,3:1C,1:1C,1:1A,1:0,2:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:1C,1:1C,1:1C,0:0NA,1:1D
230750B,1,N,0,65,0:0NA,0:0NA,1:1C,1:1B+,2:0F,0:0NA,1:1B,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,13,N,24,86,1:1,1:1,1:1C,2:1B+,2:1C,1:1C,1:1B,0:0NA,5:0,0:0NA,0:0NA,1:1C,1:1B+,1:1D,1:1B-,1:1B-,1:1C+,0:0NA,0:0NA
230750B,6,N,70,33,1:1B,1:1A,1:1C-,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B+,1:1D-,2:1D+,1:1C,1:1D,1:0,2:1D+
230750B,10,Y,64,85,1:1B,1:1B,1:1B,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1B+,1:1B+,1:1B,1:1C-,2:1B-,1:1B+
230750B,4,Y,70,52,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1A,2:1A,1:1B,1:1B-,1:1A-,1:1B+
230750B,6,N,68.3,26,1:0,0:0NA,1:1B,1:1C,1:1B,1:1C+,1:1B+,0:0NA,3:0W,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1C+,1:1C+,1:1D+,0:0NA,1:1B-
230750B,4,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B-,1:1A-,1:1A,1:1B,1:1C+,1:1B+,1:1A
230750B,2,N,0,25,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,70,52,1:1,1:1,1:1C,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1B-,1:1B-,1:1C+,1:1C+,1:1B-
230750B,4,N,69,25,2:1C+,1:0,1:1D-,1:1B,1:1C,1:1C,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230750B,5,Y,70,51,1:1B,1:1B,1:1A,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1A,1:1B,1:1C-,1:1B-,1:1C,1:1B-,1:1B+,1:1B-
230750B,5,N,70,9,1:1B,1:1C,1:1A,1:1C,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,70,52,1:1B,1:1A,1:1B,1:1A,1:1A,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1D-,1:1A-,1:1B,1:1B-,2:1B+,1:1B+
230750B,5,Y,79.5,80,1:1B,0:0NA,1:1C-,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,4:1C,1:1B,1:1C-,1:1C,2:1C-
230750B,2,N,88,16,1:1B,1:1A,1:1A,2:1A,1:1A,1:1B,1:0A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,3:0,1:1A,1:1C+,1:1A-,0:0NA,0:0NA
230750B,5,N,75,12,1:1B,1:1B,1:1C,1:1A,1:1C,1:1A,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:0,1:0,1:0,1:1C-,0:0NA,0:0NA
230750B,4,N,28,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,60,12,1:1B,1:1D+,1:1B,0:0NA,1:1B,1:1B,1:1B,1:0,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,70,50,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1A,1:1B+,1:1A-,1:1B,1:1A
230750B,4,N,26,35,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,13,N,31.5,121,1:1C,1:1C,1:1B,1:0A,1:1B,1:1C,0:0NA,0:0NA,2:0,0:0NA,0:0NA,1:1B,2:1B,1:0,1:1C-,3:1C,1:1C,2:1B-,2:1B
230750B,5,Y,70,62,1:1C,1:1C,1:1B-,1:1D,1:1C,1:1C,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,1:1C,2:1B+,1:1C-,3:1C,1:1B-,1:1C,1:1B-,2:1B
230750B,4,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B-,1:1A-,1:1B-,1:1C+,1:1C,1:1B,1:1B
230750B,2,Y,9,183,1:1B,1:1B,1:1C,1:1C+,1:1C+,2:1B-,1:1B+,0:0NA,2:1A,0:0NA,0:0NA,1:1B-,1:1C+,1:1C,1:1C-,1:1B-,1:1C,1:1C+,1:1B
230750B,9,Y,69,58,3:0,1:1B,3:0,1:1A,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1D+,1:1B,1:1C+,3:0,4:0,1:1C
230750B,2,N,0,14,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,Y,17,113,2:0WU,1:1B-,2:1C+,1:1B,2:0F,1:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA,1:1B,2:1B,1:1C,1:1A-,1:1B-,1:1C,1:1C+,1:1C-
230750B,6,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,70,50,1:1B,1:1B,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,2:1A,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1C+,1:1C+,2:0,1:1B-,1:1B
230750B,7,Y,70,50,1:1A,1:1B,1:1A,1:1A,1:1C,1:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,1:1A,2:1A,1:1B+,1:1B-,2:0,2:1C,1:1B-,1:1B-
230750B,5,N,0,53,1:0F,0:0NA,0:0NA,3:1B+,1:1D,1:1D,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,70,16,1:1C,1:1A,1:1B,1:1C,2:1A,1:1C,1:1C+,1:0WU,1:1B,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,12,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,70,53,1:1A,1:1B,1:1C,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1C,1:1C,1:1A,1:1B,1:1C,1:1B,2:1B-,1:1C-,1:1B-,1:1B-
230750B,2,N,70,19,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1B-,1:1A-,1:1A,1:1B,0:0NA,1:1B+
230750B,2,N,64,26,1:1B,1:1C,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,2:0,0:0NA,0:0NA
230750B,4,Y,3,134,1:1B,1:1B,1:1C-,1:1A,1:1B,1:1C+,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,1:1B,1:1C,1:1D-,1:1A,1:1B,1:1B,2:1B+,1:1B+
230750B,7,Y,15,128,1:1B,1:1D,1:1C-,1:1A,1:1D+,1:1D-,1:1A-,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1D+,1:1C-,2:1B-,1:1D+,3:1C,2:1C
230750B,3,Y,0,121,1:1B-,1:1C,1:1C,1:1A,1:1B,1:1C,1:1B-,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1C,1:1C-,1:1B-,1:1B,1:1B-,1:1C
230750B,4,N,95,43,1:1B,2:1B+,2:1B,1:1B,1:1C,1:1B,1:0,0:0NA,1:1D,0:0NA,0:0NA,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA
230750B,7,N,9,72,1:1A,1:1B,1:1C+,2:1B,1:1C,0:0NA,1:1A-,0:0NA,2:1A-,0:0NA,0:0NA,1:0B,1:1C+,1:1A,1:1B+,2:1B,1:1B-,0:0NA,0:0NA
230750B,4,N,0,73,0:0NA,0:0NA,1:1C-,0:0NA,1:1D,0:0NA,1:1A-,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,0,49,1:1D,0:0NA,1:1B,1:1B+,1:1C,1:1C,1:1A,0:0NA,2:1C,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,9,Y,68,58,1:1C,1:1A,1:1B,1:0B,1:1C,1:1C,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1C,1:1D,1:1C,1:1C,1:1C,1:1B
230750B,3,N,81,7,1:1B,1:1B,1:1A,0:0NA,1:1C,1:0F,1:1A,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA
230750B,2,N,70,14,1:1D,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,10,Y,60,93,1:1D,2:1C,1:1C,1:1A-,1:1B,1:1B,1:1A,0:0NA,1:0,0:0NA,0:0NA,1:1C+,1:1B,1:1D,1:1B-,1:1B-,1:1D,1:1C-,1:1B
230750B,3,N,0,21,0:0NA,0:0NA,0:0NA,1:1C-,1:1C,0:0NA,1:1A,0:0NA,1:1B,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,12,Y,45,91,1:1B,1:1C,1:1C,1:1B,2:0F,2:0,1:1C,0:0NA,2:1C+,0:0NA,0:0NA,1:1C,1:1B,2:0,1:1B-,1:1C,1:1C-,1:1D+,1:1C+
230750B,8,Y,70,55,1:1C,1:1B,1:1B,1:0C,1:1C,1:1C,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,1:1B-,1:1A-,1:1C-,2:1A,1:1B,1:1B-,1:1B-,1:1B+
230750B,3,N,9,65,1:1A,1:1B,1:1A,1:1A-,1:1B,1:1B-,1:1B,1:1C+,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B-,1:1B+,1:0,0:0NA,0:0NA
230750B,10,Y,71.9,78,1:1B-,1:1B+,1:1C,1:1A,1:1B,1:1D,1:1B,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,2:1B-,2:1C,2:0,3:1B,1:1C-,3:1C-,2:1C+
230750B,5,N,3,60,1:1A,2:1A,3:0,1:1A,1:1A,1:1A,1:1A,0:0NA,2:1A,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,0:0NA,1:1A-,2:1B,0:0NA,0:0NA
230750B,17,Y,6,141,2:0,1:1D-,1:1C+,1:1C+,1:1D+,1:1C,1:1A,0:0NA,1:1C+,0:0NA,0:0NA,1:1B,1:1C,2:1C,2:1A-,2:1C,1:1D-,2:1C,1:1C-
230750B,11,Y,96,74,1:1B,1:1B,2:0,1:1B,0:0NA,1:1C,1:1A-,0:0NA,3:0,0:0NA,0:0NA,3:0,2:0,1:1C-,1:1C+,1:1C+,1:1C,2:1B,1:1C+
230750B,8,Y,26,120,1:1B,1:1C,1:1D,1:1A-,2:1D,2:0,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,4:0,1:1B+,1:1C,1:1B+,1:1B-,1:1D+,1:1B-,1:1B
230750B,9,Y,70,55,1:1C+,1:1B,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1C-,1:1A,1:1B,1:1C+,1:1B+,1:1A-
230750B,4,N,15,51,1:0F,0:0NA,1:1C-,1:1B,1:1C,0:0NA,0:0NA,1:0WU,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,63,66,1:1B,1:1A,1:1C,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1D,0:0NA,1:1B,1:1C+,1:1C,1:1C,1:1C+,1:1C-,3:1B+,2:1C
230750B,7,Y,69,52,1:1B,1:1B,1:1D+,1:1C,1:1B,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,2:1C-,3:1C+,1:1C,1:1D-,1:1B-,1:1B
230750B,13,Y,11,129,1:1C,1:1D,1:1C,1:1B,3:0,2:1D,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1D,1:1B,1:1C,2:1C-,1:1C-,1:1C+
230750B,6,N,22,51,2:0,1:1C,1:1B-,1:1A,1:1B,1:1B,0:0NA,0:0NA,2:1B-,0:0NA,0:0NA,0:0NA,2:0,4:1B,3:0,2:0,1:1C+,0:0NA,0:0NA
230750B,5,N,11,70,2:0,1:1D,1:1C,1:0,1:1B,1:1D,2:0,0:0NA,0:0NA,3:0F,0:0NA,3:1B+,1:1C,2:0,1:1B+,1:1B,1:1B+,0:0NA,0:0NA
230750B,12,Y,19,128,1:1C-,1:1C,1:1C,1:1A,1:1C,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,2:1B+,2:1D-,1:1C+,1:1C,3:1C,1:1C
230750B,4,N,65,12,1:1,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,107,55,1:1C,1:1C,1:1B,1:1B,1:1D+,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1C+,1:1B+,1:1C,1:1C,1:1C-
230750B,3,N,70,13,1:1,1:1,1:1C,1:1A,1:1C,1:1C,1:1D+,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA
230750B,5,Y,30,121,1:1A,2:1B+,1:1C+,1:1A-,2:0,2:0,1:1A,0:0NA,2:0D,0:0NA,0:0NA,2:0WU,1:1C,1:1B+,1:1A,1:1B,1:1C,1:1A,1:1A-
230750B,8,Y,91.9,52,1:1A,1:1A,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B,1:1A-,1:1C,1:1B+,1:1B+,1:1B-
230750B,2,N,3,56,1:1B,1:1A,1:1B+,1:1A,1:1A,1:1B+,1:1A,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1B+,1:1A,1:1A-,0:0NA,0:0NA
230750B,6,Y,70,50,1:1A,1:1A,1:1C,0:0NA,1:1A,1:1A,1:1C,0:0NA,1:1C+,0:0NA,0:0NA,1:1B,1:1B-,0:0NA,1:1C,1:1B,1:1C,1:1C,1:1B
230750B,10,Y,70,50,1:1C,1:1B,1:1A,1:1C,2:1C,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,2:1B+,1:1D,3:1B,2:1C,3:0,1:1D,1:1B+
230750B,8,Y,69,59,1:1B,1:1D,1:1C+,1:1B,1:1A,1:1B,1:1A,1:0,1:1A-,0:0NA,0:0NA,1:1B,1:1B-,1:1B,1:1C,1:1C,2:1D+,1:1C+,1:1B+
230750B,3,N,0,23,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,Y,0,126,1:1C,1:1C,1:1C,1:1A,1:1B-,2:1C,1:1A-,1:1B+,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1D+,1:1B-,2:1B,2:1C+,1:1C+,1:1B-
230750B,8,Y,70,50,1:1C,1:1C,1:1B,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1C+,1:1C-,2:1C,1:1C,2:1C,1:1D,1:1B-
230750B,6,Y,72.3,66,1:1A,1:1A,1:1A-,1:1A,1:1A,1:1A,1:1B+,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B+,1:1B+,1:1A-,1:1B,1:1C+,1:1A-
230750B,7,Y,70,50,1:1,1:1,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A-,1:1C,1:1A-,1:1A-,1:1B+,1:1B,2:0
230750B,3,N,18,24,1:0,0:0NA,1:0,0:0NA,1:1A,2:0,3:0,1:1C+,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,0,132,2:1D,1:1D,1:1C,3:1A-,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1D,1:1C,1:1D+,1:1B+,1:1C+,1:1D-,1:1C-,1:1C+
